,class Names,truncatation,occlusion,alpha,xmin,ymin,xmax,ymax,height,width,length,xloc,yloc,zloc,rotation_y
2760,Pedestrian,0.00,2,0.21,418.77,156.32,504.90,285.15,1.75,0.57,1.07,-2.04,1.43,9.97,"0.02
"
2761,Pedestrian,0.00,0,0.20,429.58,147.53,495.58,294.57,1.80,0.61,1.04,-1.80,1.40,9.02,"0.01
"
2763,Pedestrian,0.00,2,0.75,100.51,175.68,123.01,269.38,1.72,0.55,0.93,-9.21,1.64,13.33,"0.16
"
2764,Pedestrian,0.00,2,0.74,80.49,181.86,116.16,272.96,1.62,0.48,0.96,-9.31,1.65,12.90,"0.12
"
2766,Pedestrian,0.50,3,-2.33,0.00,166.38,38.42,283.86,1.95,0.56,0.82,-10.32,1.72,12.05,"-3.03
"
2774,Pedestrian,0.00,0,0.21,975.02,151.12,1056.35,326.19,1.77,0.65,0.93,4.61,1.48,7.71,"0.73
"
2775,Pedestrian,0.00,1,0.22,998.33,165.03,1082.33,317.09,1.63,0.66,0.89,5.16,1.47,8.13,"0.77
"
2776,Pedestrian,0.00,0,0.85,615.06,156.57,671.39,282.46,1.79,0.94,0.99,0.64,1.45,10.75,"0.91
"
2777,Pedestrian,0.00,2,1.54,265.34,155.90,301.58,225.86,1.89,0.87,1.09,-9.02,1.22,19.77,"1.12
"
2778,Pedestrian,0.00,1,1.48,319.85,156.41,339.52,225.13,1.89,0.88,1.00,-7.98,1.22,20.04,"1.11
"
2779,Pedestrian,0.00,2,1.71,322.27,158.82,363.51,230.50,1.89,0.88,1.13,-7.17,1.32,19.33,"1.36
"
2780,Pedestrian,0.00,0,1.42,326.44,157.17,361.44,247.48,1.89,0.84,1.06,-5.65,1.40,15.48,"1.08
"
2781,Pedestrian,0.00,0,1.15,380.67,162.31,423.33,242.96,1.77,0.90,1.11,-4.78,1.37,16.22,"0.87
"
2782,Pedestrian,0.00,0,1.43,217.91,154.91,249.24,236.87,1.84,0.78,1.12,-8.61,1.26,16.55,"0.96
"
2783,Pedestrian,0.00,0,1.36,261.73,156.23,291.06,236.27,1.84,0.74,1.16,-7.85,1.28,16.93,"0.93
"
2784,Pedestrian,0.00,0,1.29,296.19,163.29,323.19,235.07,1.70,0.66,1.10,-7.17,1.29,17.40,"0.91
"
2785,Pedestrian,0.00,1,1.71,289.52,159.11,315.52,231.68,1.84,0.79,1.03,-8.15,1.30,18.60,"1.30
"
2861,Pedestrian,0.00,1,-2.96,120.44,158.83,163.77,272.88,1.81,0.88,0.66,-7.70,1.59,12.00,"2.76
"
2888,Pedestrian,0.00,2,2.19,101.80,169.11,126.46,245.41,1.81,0.54,0.41,-11.91,1.73,17.36,"1.60
"
2898,Pedestrian,0.00,0,-2.84,359.80,165.53,439.45,332.48,1.68,0.54,1.10,-2.20,1.53,7.41,"-3.12
"
2913,Pedestrian,0.00,2,-1.01,116.32,155.71,176.80,343.38,1.83,0.60,0.39,-4.73,1.67,7.26,"-1.57
"
2914,Pedestrian,0.00,2,-1.10,217.68,166.17,252.76,301.70,1.81,0.34,0.32,-5.18,1.73,9.84,"-1.57
"
2917,Pedestrian,0.00,2,-1.13,244.92,171.31,275.35,309.62,1.78,0.40,0.43,-4.64,1.77,9.53,"-1.57
"
2960,Pedestrian,0.00,0,0.40,249.39,159.36,317.61,312.43,1.72,0.55,1.10,-3.79,1.49,8.31,"-0.01
"
2985,Pedestrian,0.00,1,0.49,768.22,155.19,796.55,229.82,1.90,0.42,1.04,4.41,1.46,18.87,"0.72
"
2986,Pedestrian,0.00,1,0.53,776.51,157.57,800.18,227.71,1.87,0.50,0.90,4.85,1.47,19.70,"0.77
"
2988,Pedestrian,0.00,0,-0.30,645.62,166.00,660.28,199.73,1.78,0.53,0.95,2.20,1.43,38.63,"-0.24
"
2990,Pedestrian,0.00,0,1.88,369.54,180.36,387.54,229.71,1.54,0.57,0.41,-7.44,1.78,22.86,"1.57
"
3049,Pedestrian,0.10,0,-2.02,94.96,162.19,191.30,373.00,1.80,0.83,0.92,-3.96,1.65,6.12,"-2.58
"
3050,Pedestrian,0.09,1,-1.57,25.04,170.46,100.04,373.00,1.72,0.69,0.88,-4.53,1.64,6.12,"-2.19
"
3053,Pedestrian,0.00,0,0.92,631.97,152.85,663.64,229.73,1.81,1.06,0.73,1.20,1.13,17.48,"0.99
"
3054,Pedestrian,0.00,0,-1.54,482.16,166.58,496.50,214.51,1.73,0.84,0.86,-4.36,1.19,26.51,"-1.71
"
3055,Pedestrian,0.00,0,-1.57,494.52,164.10,513.19,213.87,1.81,0.90,0.95,-3.78,1.18,26.72,"-1.72
"
3056,Pedestrian,0.00,0,-1.50,357.09,164.18,379.09,219.03,1.78,0.92,1.01,-7.93,1.21,23.93,"-1.82
"
3066,Pedestrian,0.00,2,-2.52,876.05,158.29,923.05,273.15,1.78,0.78,0.65,4.63,1.55,11.64,"-2.16
"
3122,Pedestrian,0.00,1,1.98,423.98,164.07,446.98,244.74,1.81,0.58,0.84,-3.68,1.44,16.31,"1.77
"
3123,Pedestrian,0.00,0,1.92,406.41,166.16,441.08,246.66,1.77,0.64,0.88,-4.05,1.46,16.01,"1.68
"
3124,Pedestrian,0.00,1,1.79,398.92,170.36,414.92,213.54,1.66,0.68,0.84,-7.87,1.27,27.74,"1.52
"
3186,Pedestrian,0.00,2,-1.20,310.31,169.04,346.65,285.51,1.83,0.60,0.39,-4.57,1.78,11.58,"-1.57
"
3187,Pedestrian,0.00,2,-1.25,356.71,171.27,375.91,262.18,1.81,0.34,0.32,-5.00,1.79,14.59,"-1.57
"
3190,Pedestrian,0.00,2,-1.26,358.58,173.80,381.52,267.13,1.78,0.40,0.43,-4.67,1.81,14.03,"-1.57
"
3236,Pedestrian,0.00,2,1.42,1035.01,158.14,1064.53,213.88,1.96,0.72,1.09,15.78,1.45,25.96,"1.96
"
3266,Pedestrian,0.00,1,-1.95,880.12,177.46,951.12,339.13,1.54,0.77,0.63,2.95,1.59,7.20,"-1.57
"
3292,Pedestrian,0.00,1,-2.94,562.21,170.42,573.88,199.21,1.80,0.68,1.44,-2.03,1.17,44.91,"-2.99
"
3293,Pedestrian,0.00,1,0.32,448.31,175.33,463.64,206.86,1.92,0.57,1.32,-8.91,1.61,43.57,"0.12
"
3362,Pedestrian,0.00,0,1.95,289.44,167.83,333.27,267.67,1.71,0.64,0.90,-5.26,1.50,12.64,"1.57
"
3366,Pedestrian,0.00,0,-1.72,701.14,159.92,720.28,218.13,1.82,0.53,0.88,3.30,1.17,22.57,"-1.58
"
3386,Pedestrian,0.00,0,-0.63,676.46,170.70,694.83,212.99,1.64,0.63,0.86,2.89,1.56,28.50,"-0.53
"
3387,Pedestrian,0.00,2,2.81,52.35,165.72,67.56,236.65,1.80,0.44,0.29,-14.10,1.62,18.55,"2.16
"
3388,Pedestrian,0.00,2,2.74,911.70,160.79,921.15,200.25,1.81,0.51,0.34,14.22,1.26,33.32,"3.14
"
3389,Pedestrian,0.00,2,2.34,913.32,165.78,920.24,194.85,1.80,0.43,0.20,19.11,1.36,44.92,"2.74
"
3403,Pedestrian,0.00,0,-3.00,440.38,184.22,478.71,279.55,1.79,0.66,0.94,-2.92,2.02,13.99,"3.08
"
3404,Pedestrian,0.00,0,0.63,498.05,187.30,525.72,263.18,1.77,0.55,0.79,-2.43,2.12,17.31,"0.49
"
3405,Pedestrian,0.00,1,1.02,502.63,184.38,527.29,261.56,1.86,0.64,0.84,-2.19,2.15,17.98,"0.90
"
3408,Pedestrian,0.00,0,0.38,318.19,159.32,382.56,308.81,1.75,0.52,0.99,-3.18,1.51,8.57,"0.04
"
3424,Pedestrian,0.00,2,-2.65,637.46,144.71,657.29,201.98,1.76,0.53,0.64,1.29,0.66,22.14,"-2.59
"
3425,Pedestrian,0.00,1,0.71,241.33,139.55,291.47,258.64,1.92,0.66,0.67,-5.67,1.26,11.79,"0.28
"
3426,Pedestrian,0.00,0,-2.32,516.74,139.02,545.10,206.95,1.89,0.52,1.08,-2.21,0.74,20.19,"-2.42
"
3427,Pedestrian,0.85,0,0.53,974.64,156.70,1223.00,369.00,1.62,0.52,0.87,1.60,1.56,2.05,"1.12
"
3428,Pedestrian,0.78,1,0.59,1014.47,82.63,1223.00,369.00,1.85,0.55,0.95,2.05,1.54,2.53,"1.22
"
3429,Pedestrian,0.86,3,0.50,1118.86,190.96,1223.00,369.00,1.56,0.56,0.77,2.74,1.62,3.01,"1.19
"
3430,Pedestrian,0.95,1,0.38,1183.42,150.40,1223.00,369.00,1.77,0.64,0.89,3.26,1.62,3.18,"1.13
"
3431,Pedestrian,0.45,0,0.24,762.02,167.56,959.58,369.00,1.63,0.56,0.84,1.26,1.57,3.59,"0.55
"
3432,Pedestrian,0.00,0,1.25,618.31,146.16,701.52,354.22,1.78,0.61,0.88,0.49,1.48,6.56,"1.32
"
3433,Pedestrian,0.00,1,1.00,753.39,161.21,824.90,348.25,1.67,0.64,0.89,1.73,1.50,6.85,"1.24
"
3434,Pedestrian,0.00,2,0.99,817.93,138.27,896.64,338.62,1.82,0.67,0.99,2.50,1.43,6.98,"1.32
"
3435,Pedestrian,0.00,0,0.88,911.41,139.97,993.66,329.24,1.75,0.58,0.96,3.37,1.37,7.07,"1.31
"
3465,Pedestrian,0.00,0,-0.38,471.28,177.82,479.61,200.71,1.75,0.67,0.58,-10.45,2.14,55.77,"-0.56
"
3476,Pedestrian,0.00,1,2.64,968.48,124.01,1031.81,329.15,1.77,0.57,0.42,3.47,1.35,6.52,"3.11
"
3500,Pedestrian,0.00,0,0.68,91.55,160.07,147.88,298.05,1.72,0.59,1.20,-6.31,1.47,9.16,"0.10
"
3549,Pedestrian,0.00,2,-1.70,697.87,170.52,708.87,205.57,1.82,0.69,0.68,4.79,1.70,37.86,"-1.57
"
3564,Pedestrian,0.00,2,-1.76,747.96,159.11,764.14,214.75,1.96,0.68,0.80,5.08,1.48,25.93,"-1.57
"
3565,Pedestrian,0.00,2,-1.79,760.78,158.74,778.68,214.17,1.94,0.65,0.74,5.74,1.45,25.69,"-1.57
"
3569,Pedestrian,0.00,0,-1.51,330.07,178.15,389.66,321.57,1.58,0.67,0.87,-3.05,1.65,8.49,"-1.84
"
3570,Pedestrian,0.97,0,0.84,1221.97,118.47,1241.00,374.00,1.92,0.64,1.08,4.00,1.59,3.83,"1.61
"
3571,Pedestrian,0.00,0,-2.80,443.44,179.26,462.41,238.12,1.58,0.66,0.53,-4.35,1.76,19.79,"-3.02
"
3595,Pedestrian,0.00,0,-1.96,1021.06,153.07,1076.72,293.14,1.65,0.50,0.50,5.31,1.42,8.77,"-1.43
"
3649,Pedestrian,0.00,0,-1.59,656.63,167.32,679.63,234.59,1.73,0.84,0.86,1.56,1.37,18.97,"-1.51
"
3650,Pedestrian,0.00,0,-1.61,678.59,164.06,703.26,234.12,1.81,0.90,0.95,2.17,1.36,19.09,"-1.51
"
3651,Pedestrian,0.00,0,-1.43,476.02,162.09,502.68,234.17,1.78,0.92,1.01,-3.13,1.30,18.31,"-1.61
"
3670,Pedestrian,0.00,0,-1.57,571.98,150.41,620.77,293.08,1.85,0.65,1.22,-0.14,1.46,9.80,"-1.58
"
3671,Pedestrian,0.00,0,1.75,489.71,177.33,500.37,201.95,1.87,0.96,0.65,-8.83,2.23,55.56,"1.59
"
3706,Pedestrian,0.00,1,-0.77,698.00,168.90,717.45,214.13,1.64,0.63,0.86,3.55,1.50,26.66,"-0.64
"
3707,Pedestrian,0.00,2,2.71,937.29,161.09,946.07,203.20,1.81,0.51,0.34,14.35,1.30,31.23,"3.13
"
3708,Pedestrian,0.00,2,2.34,930.62,165.11,936.94,195.59,1.80,0.43,0.20,19.18,1.35,42.85,"2.76
"
3720,Pedestrian,0.00,0,-1.75,708.74,156.35,728.74,225.44,1.82,0.53,0.88,2.98,1.18,19.09,"-1.59
"
3739,Pedestrian,0.00,0,0.38,286.17,158.09,339.84,304.30,1.76,0.59,1.10,-3.71,1.49,8.85,"0.00
"
3803,Pedestrian,0.00,0,2.70,853.18,143.54,911.39,321.81,1.84,0.72,0.50,2.84,1.54,7.84,"3.03
"
3804,Pedestrian,0.00,0,-0.96,73.02,172.99,128.47,291.68,1.70,0.45,1.06,-7.77,1.71,10.88,"-1.57
"
3805,Pedestrian,0.00,0,0.59,150.62,162.97,201.34,293.66,1.80,0.70,0.58,-6.36,1.67,10.30,"0.04
"
3810,Pedestrian,0.00,1,1.08,866.77,152.65,922.33,293.82,1.87,0.58,0.80,3.95,1.60,9.98,"1.45
"
3833,Pedestrian,0.00,0,-0.12,700.73,155.37,760.40,301.47,1.72,0.74,1.09,1.57,1.43,8.73,"0.05
"
3844,Pedestrian,0.00,0,-0.93,860.08,169.17,886.91,234.94,1.64,0.63,0.86,6.68,1.55,18.49,"-0.59
"
3845,Pedestrian,0.00,2,1.93,960.60,173.78,983.70,222.85,1.49,0.55,0.78,11.17,1.52,22.39,"2.38
"
3846,Pedestrian,0.00,1,2.53,1098.46,164.11,1119.24,227.62,1.81,0.51,0.34,14.34,1.56,20.80,"3.13
"
3847,Pedestrian,0.00,0,2.23,1032.90,170.15,1041.77,210.69,1.80,0.43,0.20,19.10,1.68,32.29,"2.76
"
3890,Pedestrian,0.00,1,2.03,408.31,163.32,434.31,250.85,1.81,0.58,0.84,-3.90,1.45,15.07,"1.78
"
3891,Pedestrian,0.00,0,1.93,383.33,166.37,418.33,254.18,1.77,0.64,0.88,-4.26,1.49,14.72,"1.66
"
3892,Pedestrian,0.00,2,1.81,384.59,169.22,404.59,214.49,1.66,0.68,0.84,-8.08,1.25,26.48,"1.51
"
3909,Pedestrian,0.00,0,2.91,773.59,155.82,850.56,296.62,1.73,0.50,1.12,2.62,1.44,9.00,"-3.10
"
3921,Pedestrian,0.00,0,-1.47,194.72,152.27,212.05,199.58,1.99,0.73,0.53,-17.09,0.80,30.12,"-1.98
"
3922,Pedestrian,0.00,0,2.01,270.82,156.17,291.15,214.44,1.88,0.71,1.28,-10.78,1.09,23.52,"1.58
"
3924,Pedestrian,0.00,0,1.92,247.65,154.26,266.31,200.58,1.93,0.73,0.96,-14.71,0.83,30.02,"1.47
"
3925,Pedestrian,0.00,1,1.09,402.87,156.96,445.87,258.84,1.89,0.87,1.09,-3.81,1.45,13.80,"0.83
"
3926,Pedestrian,0.00,1,1.00,453.63,158.31,482.30,255.63,1.89,0.88,1.00,-3.18,1.45,14.36,"0.79
"
3927,Pedestrian,0.00,1,0.97,468.75,156.58,522.42,263.65,1.89,0.88,1.13,-2.27,1.47,13.18,"0.81
"
3928,Pedestrian,0.00,0,0.61,666.29,151.55,712.62,299.07,1.89,0.84,1.06,1.18,1.52,9.73,"0.73
"
3929,Pedestrian,0.00,0,0.57,686.28,157.76,721.94,286.47,1.77,0.90,1.11,1.89,1.46,10.42,"0.75
"
3930,Pedestrian,0.00,0,0.81,480.02,159.98,526.35,297.89,1.84,0.78,1.12,-1.49,1.57,10.08,"0.67
"
3931,Pedestrian,0.00,0,0.77,519.82,156.28,579.82,286.91,1.84,0.74,1.16,-0.83,1.50,10.60,"0.70
"
3932,Pedestrian,0.00,1,0.78,562.68,163.12,612.68,277.14,1.70,0.66,1.10,-0.35,1.44,11.16,"0.75
"
3933,Pedestrian,0.00,0,1.05,403.13,156.82,449.13,269.77,1.84,0.79,1.03,-3.04,1.46,12.18,"0.82
"
4058,Pedestrian,0.00,1,2.71,695.73,174.35,708.39,210.48,1.78,0.78,0.65,4.59,1.86,36.04,"2.84
"
4105,Pedestrian,0.00,0,-1.64,627.18,164.95,688.51,335.35,1.73,0.84,0.86,0.48,1.57,7.76,"-1.58
"
4106,Pedestrian,0.00,0,-1.73,682.41,155.76,757.41,330.93,1.81,0.90,0.95,1.15,1.55,7.93,"-1.60
"
4107,Pedestrian,0.00,1,-1.18,190.81,160.89,265.81,341.88,1.78,0.92,1.01,-4.00,1.58,7.62,"-1.66
"
4110,Pedestrian,0.00,1,-1.98,743.85,163.78,771.18,234.21,1.79,0.86,1.02,3.90,1.34,18.92,"-1.79
"
4111,Pedestrian,0.00,2,2.18,750.65,164.35,770.65,212.83,1.73,0.69,0.56,5.88,1.12,26.07,"2.40
"
4112,Pedestrian,0.00,0,-1.54,775.60,165.67,797.93,244.43,1.63,0.61,0.82,3.80,1.30,15.32,"-1.30
"
4136,Pedestrian,0.00,0,1.05,875.82,164.86,891.82,210.19,1.74,0.47,0.55,10.59,1.44,28.08,"1.41
"
4148,Pedestrian,0.00,2,-1.36,628.67,170.25,650.60,229.30,1.83,0.60,0.39,0.90,1.76,22.65,"-1.32
"
4163,Pedestrian,0.00,0,-1.87,831.61,152.43,922.28,369.53,1.76,0.76,1.02,2.31,1.53,6.35,"-1.54
"
4164,Pedestrian,0.14,0,2.45,153.55,151.54,253.55,373.00,1.78,0.82,0.80,-3.13,1.58,5.53,"1.95
"
4165,Pedestrian,0.36,1,2.15,0.00,155.74,116.14,373.00,1.75,0.71,0.89,-4.69,1.55,5.92,"1.49
"
4166,Pedestrian,0.94,0,0.93,1212.36,119.70,1237.00,373.00,1.74,0.72,0.77,3.91,1.38,3.85,"1.68
"
4167,Pedestrian,0.00,0,-2.42,604.79,149.73,647.46,237.36,1.89,0.96,0.95,0.42,1.20,16.13,"-2.40
"
4168,Pedestrian,0.00,2,-1.74,806.16,160.45,849.83,330.01,1.68,0.64,0.91,2.41,1.48,7.62,"-1.45
"
4169,Pedestrian,0.00,0,-1.77,732.73,159.13,787.06,301.15,1.71,0.68,0.93,1.92,1.44,9.13,"-1.57
"
4170,Pedestrian,0.00,1,-1.71,713.86,158.66,754.19,279.81,1.71,0.80,0.94,1.89,1.39,10.67,"-1.55
"
4171,Pedestrian,0.00,2,-1.90,785.81,150.29,856.80,266.12,1.80,0.83,0.92,3.52,1.32,11.68,"-1.62
"
4172,Pedestrian,0.00,1,-1.72,759.23,162.87,789.90,281.80,1.63,0.71,0.88,2.59,1.38,10.30,"-1.49
"
4173,Pedestrian,0.00,2,-1.85,789.24,146.70,841.92,239.94,1.83,0.78,0.94,4.32,1.15,14.64,"-1.57
"
4356,Pedestrian,0.55,0,-2.29,922.55,105.58,1237.00,373.00,1.78,0.89,1.06,2.13,1.50,3.21,"-1.75
"
4357,Pedestrian,0.03,0,2.09,358.22,140.85,466.89,373.00,1.79,0.89,1.04,-1.68,1.49,5.98,"1.82
"
4366,Pedestrian,0.00,0,2.91,758.32,159.21,785.88,253.03,1.84,0.72,0.50,3.22,1.58,14.55,"3.12
"
4369,Pedestrian,0.70,1,1.52,1215.77,149.37,1241.00,308.22,1.85,0.65,0.55,7.58,1.58,8.53,"2.23
"
4370,Pedestrian,0.00,0,-0.67,970.41,162.29,1009.54,266.35,1.71,0.57,0.51,6.36,1.54,12.21,"-0.20
"
4371,Pedestrian,0.00,0,1.23,944.41,165.17,977.44,256.78,1.69,0.39,0.51,6.51,1.55,13.56,"1.67
"
4372,Pedestrian,0.00,0,-1.16,272.63,172.05,303.98,248.69,1.70,0.45,1.06,-7.42,1.69,16.56,"-1.57
"
4373,Pedestrian,0.00,0,0.31,353.65,168.45,378.00,245.38,1.80,0.70,0.58,-5.93,1.70,17.27,"-0.01
"
4394,Pedestrian,0.00,1,2.63,945.11,133.20,1017.11,289.70,2.00,0.49,1.25,4.98,1.40,9.37,"3.11
"
4402,Pedestrian,0.00,2,1.45,704.27,170.59,714.93,204.81,1.64,0.56,0.78,4.75,1.54,35.09,"1.58
"
4436,Pedestrian,0.00,0,-1.54,562.93,147.11,622.93,331.72,1.85,0.65,1.22,-0.14,1.51,7.71,"-1.55
"
4450,Pedestrian,0.00,1,2.76,499.65,161.01,527.31,237.75,1.79,0.66,0.94,-2.37,1.51,17.32,"2.63
"
4451,Pedestrian,0.00,0,0.60,527.56,166.37,550.89,227.20,1.77,0.55,0.79,-2.16,1.59,21.39,"0.50
"
4452,Pedestrian,0.00,1,0.96,534.47,164.44,558.80,226.87,1.86,0.64,0.84,-1.88,1.62,22.02,"0.88
"
4482,Pedestrian,0.00,0,-2.87,169.94,160.70,207.79,212.48,1.86,0.57,1.08,-15.45,1.43,26.42,"2.89
"
4553,Pedestrian,0.00,0,-2.83,465.48,179.15,479.99,210.40,1.63,0.40,0.84,-7.28,1.97,38.09,"-3.02
"
4574,Pedestrian,0.00,0,1.04,835.03,143.71,904.60,336.19,1.73,0.52,0.95,2.52,1.40,6.89,"1.38
"
4575,Pedestrian,0.00,1,1.16,754.11,143.74,793.96,260.40,1.74,0.46,0.90,2.53,1.19,11.02,"1.38
"
4576,Pedestrian,0.00,1,1.11,768.86,145.83,800.26,258.84,1.70,0.46,0.82,2.93,1.18,11.09,"1.36
"
4577,Pedestrian,0.00,0,-1.98,651.93,141.73,671.93,202.52,1.76,0.53,0.64,1.63,0.64,20.88,"-1.90
"
4578,Pedestrian,0.00,1,-1.60,281.47,138.34,321.06,259.81,1.92,0.66,0.67,-5.01,1.25,11.60,"-2.00
"
4579,Pedestrian,0.00,2,1.31,479.40,152.84,500.03,209.41,1.52,0.53,0.68,-3.21,0.77,19.36,"1.15
"
4580,Pedestrian,0.00,0,1.32,497.34,149.24,517.96,209.84,1.64,0.68,1.00,-2.77,0.79,19.73,"1.19
"
4581,Pedestrian,0.00,1,1.13,419.60,139.99,446.11,218.90,1.87,0.70,0.73,-4.26,0.91,17.28,"0.90
"
4582,Pedestrian,0.00,1,1.20,405.54,140.71,424.24,208.77,1.78,0.60,1.15,-5.27,0.74,19.14,"0.94
"
4583,Pedestrian,0.00,1,-0.93,619.17,141.95,636.17,195.96,1.90,0.61,0.63,0.81,0.54,25.31,"-0.90
"
4636,Pedestrian,0.00,0,0.27,402.78,167.94,425.68,235.43,1.72,0.74,0.56,-5.15,1.60,18.81,"0.01
"
4647,Pedestrian,0.00,0,-2.85,277.84,146.16,389.01,354.19,1.85,0.66,1.18,-2.65,1.55,6.70,"3.07
"
4679,Pedestrian,0.00,0,-0.84,775.24,165.37,801.24,220.71,1.64,0.63,0.86,5.30,1.42,21.87,"-0.60
"
4680,Pedestrian,0.00,2,1.98,929.16,168.19,941.42,207.29,1.49,0.55,0.78,12.43,1.32,27.96,"2.39
"
4681,Pedestrian,0.00,2,2.61,1017.79,161.37,1031.60,213.70,1.81,0.51,0.34,14.43,1.41,25.18,"3.12
"
4682,Pedestrian,0.00,2,2.20,986.45,168.85,994.66,204.45,1.80,0.43,0.20,19.25,1.60,36.72,"2.68
"
4733,Pedestrian,0.00,0,1.05,779.13,167.30,788.26,199.78,1.74,0.47,0.55,9.34,1.45,39.08,"1.28
"
4738,Pedestrian,0.00,0,-2.33,90.21,156.44,148.21,299.20,1.71,0.45,1.08,-6.08,1.43,8.81,"-2.92
"
4828,Pedestrian,0.00,1,1.62,853.52,158.84,916.46,298.24,1.75,0.94,0.50,3.50,1.58,9.45,"1.97
"
4829,Pedestrian,0.00,0,1.64,767.99,178.60,814.00,283.19,1.54,0.73,0.51,2.64,1.63,10.95,"1.87
"
4885,Pedestrian,0.00,0,2.10,757.54,137.53,812.16,307.56,1.91,0.49,1.00,2.16,1.42,8.47,"2.34
"
4899,Pedestrian,0.00,2,-1.77,756.72,157.28,774.71,217.01,1.96,0.68,0.80,5.05,1.46,24.18,"-1.57
"
4900,Pedestrian,0.00,2,-1.80,771.43,156.86,788.27,216.50,1.94,0.65,0.74,5.65,1.42,23.91,"-1.57
"
4906,Pedestrian,0.00,0,-1.70,460.71,175.79,496.98,276.14,1.53,0.61,0.73,-2.18,1.59,11.51,"-1.89
"
4907,Pedestrian,0.00,0,-1.56,427.26,170.11,461.43,277.74,1.61,0.54,0.87,-2.66,1.57,11.28,"-1.79
"
4908,Pedestrian,0.00,0,1.17,696.91,162.47,727.78,236.36,1.89,0.61,0.92,2.60,1.63,18.96,"1.30
"
4909,Pedestrian,0.00,0,1.07,734.23,160.80,762.31,236.40,1.91,0.69,0.77,3.42,1.61,18.74,"1.25
"
4910,Pedestrian,0.00,0,0.25,389.46,167.92,424.74,238.34,1.60,0.30,0.72,-4.73,1.50,16.66,"-0.02
"
4936,Pedestrian,0.04,1,-2.20,1089.44,138.94,1199.64,372.56,1.61,0.91,0.91,3.96,1.32,5.44,"-1.60
"
4938,Pedestrian,0.00,2,-1.77,787.20,154.37,817.33,247.58,1.65,0.88,0.49,3.52,1.17,13.01,"-1.52
"
4982,Pedestrian,0.00,2,1.18,726.75,160.00,756.03,231.20,1.69,0.80,0.88,3.18,1.39,17.65,"1.36
"
5047,Pedestrian,0.00,0,1.63,737.86,149.35,801.53,300.12,1.72,0.78,1.02,2.03,1.37,8.66,"1.86
"
5079,Pedestrian,0.00,0,-0.48,888.30,139.78,989.08,320.66,1.86,0.54,1.02,3.57,1.44,7.60,"-0.05
"
5086,Pedestrian,0.00,0,-3.06,505.60,146.78,603.95,326.80,1.82,0.58,1.23,-0.52,1.49,7.51,"-3.13
"
5094,Pedestrian,0.00,0,2.92,722.18,171.65,738.93,235.03,1.63,0.41,0.33,3.11,1.61,18.84,"3.08
"
5130,Pedestrian,0.00,0,-0.74,435.39,184.72,444.39,209.71,1.75,0.67,0.58,-12.15,2.60,51.20,"-0.97
"
5142,Pedestrian,0.00,0,-1.77,880.88,163.99,904.16,241.80,1.65,0.50,0.50,6.06,1.47,15.57,"-1.41
"
5178,Pedestrian,0.86,0,-1.94,1146.03,92.77,1237.00,373.00,1.77,0.94,0.93,3.22,1.39,3.33,"-1.21
"
5179,Pedestrian,0.38,0,-2.20,1078.92,85.84,1237.00,373.00,1.97,1.04,0.92,4.30,1.33,5.28,"-1.55
"
5181,Pedestrian,0.00,0,1.71,476.03,158.47,522.70,291.37,1.77,0.66,0.90,-1.52,1.46,10.05,"1.56
"
5182,Pedestrian,0.00,0,1.84,434.72,164.88,486.19,296.00,1.67,0.73,0.77,-1.98,1.47,9.58,"1.63
"
5183,Pedestrian,0.00,0,-1.44,614.50,157.28,644.24,236.38,1.76,0.76,1.02,0.51,1.22,16.55,"-1.41
"
5184,Pedestrian,0.00,2,-1.63,617.27,157.70,647.63,214.26,1.89,0.96,0.95,1.04,1.09,24.56,"-1.59
"
5185,Pedestrian,0.00,0,-1.58,669.50,158.51,689.08,235.27,1.68,0.64,0.91,1.69,1.18,16.25,"-1.49
"
5186,Pedestrian,0.00,2,-1.70,726.80,152.66,746.55,217.73,1.80,0.83,0.92,3.72,1.00,20.42,"-1.53
"
5188,Pedestrian,0.00,2,-2.60,420.84,163.86,448.82,241.99,1.81,0.73,0.84,-4.10,1.40,17.09,"-2.84
"
5189,Pedestrian,0.00,0,-1.64,697.86,159.46,720.01,225.60,1.67,0.71,0.95,2.63,1.12,18.73,"-1.51
"
5204,Pedestrian,0.00,0,0.58,135.48,180.06,179.76,293.17,1.55,0.52,0.50,-6.45,1.66,10.20,"0.03
"
5205,Pedestrian,0.00,0,2.24,1.49,166.57,62.60,259.44,1.85,0.70,0.69,-11.89,1.74,14.80,"1.57
"
5207,Pedestrian,0.00,0,1.86,400.45,165.20,421.73,231.02,1.87,0.72,0.50,-5.84,1.66,20.87,"1.59
"
5216,Pedestrian,0.00,0,-2.94,419.96,155.05,471.62,309.70,1.75,0.67,1.13,-1.92,1.47,8.42,"3.13
"
5218,Pedestrian,0.00,1,-1.89,848.52,164.33,872.94,220.88,1.70,0.69,0.68,7.56,1.45,22.13,"-1.57
"
5219,Pedestrian,0.00,0,-1.93,874.29,163.59,895.92,220.43,1.70,0.48,0.87,8.28,1.43,22.05,"-1.57
"
5243,Pedestrian,0.00,0,3.00,683.15,157.93,747.94,299.93,1.71,0.45,1.08,1.39,1.44,8.81,"-3.13
"
5244,Pedestrian,0.00,2,2.89,612.21,168.14,634.88,236.36,1.73,0.84,0.86,0.43,1.39,18.78,"2.90
"
